,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
1132,Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,32.0,Intel HD Graphics 500,Windows 10,1.5,278.0
1133,HP,250 G6,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,1.84,752.0
1134,Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,1024.0,Nvidia GeForce 940MX,Windows 10,2.23,616.0
1135,Lenovo,IdeaPad 500-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16.0,1.0024,AMD Radeon R7 M360,Windows 10,2.5,1099.0
1136,HP,ZBook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8.0,256.0,Nvidia Quadro M3000M,Windows 7,3.0,3949.4
1137,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8.0,1024.0,AMD Radeon R7 M445,Windows 10,2.5,784.0
1138,MSI,GT72S Dominator,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16.0,256.0,Nvidia GeForce GTX 980M,Windows 10,3.78,2399.0
1139,HP,EliteBook 850,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8.0,256.0,Intel HD Graphics 520,Windows 7,1.88,2171.72
1140,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16.0,512.0,Intel HD Graphics 520,Windows 10,2.8,2440.0
1141,MSI,GP62M 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,128.0,Nvidia GeForce GTX 1050,Windows 10,2.4,1142.8
1142,HP,Spectre Pro,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8.0,256.0,Intel HD Graphics 520,Windows 10,1.48,1629.0
1143,HP,ZBook 15,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8.0,256.0,Nvidia Quadro M1000M,Windows 7,2.59,2229.0
1144,HP,Spectre Pro,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8.0,256.0,Intel HD Graphics 520,Windows 10,1.48,1799.0
1145,HP,ZBook Studio,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8.0,256.0,Nvidia Quadro M1000M,Windows 7,2.0,1899.0
1146,HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.50GHz,8.0,256.0,Intel HD Graphics 520,Windows 7,1.26,2296.95
1147,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256.0,Nvidia GeForce 940MX,Windows 10,2.18,1009.9
1148,HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8.0,256.0,Intel HD Graphics 520,Windows 7,1.88,1579.0
1149,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7 6500U 2.5GHz,8.0,256.0,Intel HD Graphics 520,Windows 10,1.27,2339.0
1150,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4.0,1024.0,Intel HD Graphics 520,No OS,1.9,339.0
1151,HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,1366x768,AMD E-Series 7110 1.8GHz,4.0,500.0,AMD Radeon R2 Graphics,Windows 10,1.86,297.0
1152,Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8.0,1024.0,AMD Radeon R5 M330,No OS,2.32,599.0
1153,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,1024.0,Nvidia GeForce GTX 1050Ti,Windows 10,2.62,1199.0
1154,Dell,XPS 15,Notebook,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i5 6300HQ 2.3GHz,8.0,256.0,Nvidia GeForce 960M,Windows 10,2.04,2250.68
1155,HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,15.6,Full HD 1920x1080,AMD A6-Series A6-9220 2.5GHz,4.0,256.0,AMD Radeon 520,Windows 10,1.91,478.89
1156,MSI,GP72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256.0,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1492.8
1157,Lenovo,ThinkPad T460s,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12.0,512.0,Intel HD Graphics 520,Windows 7,1.4,2299.0
1158,Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8.0,1.0024,AMD Radeon R5 M330,Windows 10,2.5,788.49
1159,HP,Spectre Pro,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8.0,512.0,Intel HD Graphics 520,Windows 10,1.48,2041.0
1160,Lenovo,ThinkPad T460,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8.0,256.0,Intel HD Graphics 520,Windows 7,1.7,1499.0
1161,MSI,GS40 Phantom,Gaming,14.0,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16.0,256.0,Nvidia GeForce GTX 970M,Windows 10,1.7,1769.0
1162,HP,Pavilion 15-cb003nv,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,1024.0,Nvidia GeForce GTX 1050,Windows 10,2.62,899.0
1163,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,8.0,1024.0,Intel HD Graphics 520,Windows 10,2.2,459.0
1164,HP,250 G4,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4.0,500.0,Intel HD Graphics 520,No OS,2.1,476.99
1165,Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,8.0,128.0,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,1498.0
1166,Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,1.95,1390.0
1167,Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4.0,1024.0,Nvidia GeForce 920MX ,Windows 10,2.2,468.0
1168,HP,Stream 14-AX000nv,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2.0,32.0,Intel HD Graphics 400,Windows 10,1.44,249.0
1169,MSI,PL60 7RD,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,1024.0,Nvidia GeForce GTX 1050,Windows 10,2.2,839.0
1170,HP,250 G5,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8.0,256.0,Intel HD Graphics 520,Windows 10,1.96,679.0
1171,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16.0,512.0,Intel UHD Graphics 620,Windows 10,2.1,1159.0
1172,Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4.0,500.0,Intel HD Graphics,Windows 10,2.2,369.0
1173,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4.0,500.0,Intel HD Graphics 520,No OS,2.1,398.0
1174,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,1024.0,Nvidia GeForce 940MX,No OS,2.2,709.0
1175,Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14.0,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4.0,256.0,Intel HD Graphics 620,Windows 10,2.0,769.0
1176,Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,4.0,1.0024,Intel HD Graphics 520,Windows 7,2.32,825.0
1177,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16.0,512.0,Nvidia GeForce GTX 960,Windows 10,3.31,1305.0
1178,MSI,GS60 Ghost,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16.0,128.0,Nvidia GeForce GTX 970M,Windows 10,1.91,2153.37
1179,HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4.0,500.0,Intel HD Graphics 520,Windows 10,2.07,650.0
1180,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i5 6200U 2.3GHz,8.0,256.0,Intel HD Graphics 520,Windows 10,1.36,1637.0
1181,Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6.0,256.0,Nvidia GeForce 920M,Windows 10,1.54,831.0
1182,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256.0,Nvidia GeForce GT 940MX,Linux,1.98,895.01
1183,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 2GHz,4.0,500.0,Intel HD Graphics 500,Windows 10,2.1,333.0
1184,HP,Pavilion 15-BC000nv,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,6.0,1024.0,Nvidia GeForce GTX 960M,Windows 10,2.18,799.0
1185,Asus,Rog GL552VW-DM201T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8.0,256.0,Nvidia GeForce GTX 960M,Windows 10,2.591,909.0
1186,Dell,Inspiron 5578,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,512.0,Intel HD Graphics 620,Windows 10,2.09,1179.0
1187,Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,256.0,Nvidia GeForce 940MX,Windows 10,2.23,691.0
1188,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6300U 2.4GHz,8.0,256.0,Intel HD Graphics 520,Linux,1.23,1099.0
1189,Acer,Predator G9-793,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256.0,Nvidia GeForce GTX 1070,Windows 10,4.2,2599.0
1190,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,1024.0,Nvidia GeForce GTX 1050,Windows 10,2.4,819.0
1191,Samsung,Chromebook Plus,2 in 1 Convertible,12.3,IPS Panel Touchscreen 2400x1600,Samsung Cortex A72&A53 2.0GHz,4.0,32.0,ARM Mali T860 MP4,Chrome OS,1.15,659.0
1192,HP,250 G6,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4.0,500.0,Intel HD Graphics 620,Windows 10,1.86,485.0
1193,Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8.0,256.0,Intel HD Graphics 5300,Mac OS X,0.92,1163.0
1194,Dell,Inspiron 7378,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,1.6,1199.0
1195,HP,Pavilion Power,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12.0,128.0,Nvidia GeForce GTX 1050,Windows 10,2.21,1327.0
1196,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,1024.0,AMD Radeon R5 M430,No OS,1.9,368.0
1197,Asus,Rog G752VY-GC229T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16.0,512.0,Nvidia GeForce GTX 980M,Windows 10,4.3,2150.0
1198,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 2GHz,4.0,1024.0,Intel HD Graphics 500,Linux,2.1,272.0
1199,MSI,GS73VR 7RF,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256.0,Nvidia GeForce GTX 1060,Windows 10,2.43,2048.9
1200,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4.0,128.0,AMD Radeon R7 M440,Windows 10,2.3,499.0
1201,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,8.0,500.0,Nvidia GeForce 920MX,No OS,2.2,629.0
1202,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16.0,512.0,Intel UHD Graphics 620,Windows 10,2.0,1285.0
1203,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16.0,512.0,Intel HD Graphics 620,Windows 10,1.2,2680.0
1204,Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8.0,1024.0,Nvidia GeForce GTX 1060,Windows 10,2.2,1169.0
1205,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256.0,AMD Radeon R7 M445,Windows 10,2.36,889.0
1206,HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,1.91,579.0
1207,Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD E-Series 9000 2.2GHz,4.0,500.0,AMD Radeon R2 Graphics,Windows 10,2.2,299.0
1208,Acer,Aspire E5-774G,Notebook,17.3,1600x900,Intel Core i3 6006U 2.0GHz,8.0,1024.0,Nvidia GeForce 940MX,Windows 10,3.3,629.0
1209,Asus,Rog Strix,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256.0,Nvidia GeForce GTX 1070,Windows 10,2.2,2449.0
1210,Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8.0,512.0,Intel HD Graphics 515,Mac OS X,0.92,1279.0
1211,Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,128.0,Nvidia GeForce GTX 1060,Windows 10,2.2,1749.0
1212,MSI,GS73VR Stealth,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16.0,256.0,Nvidia GeForce GTX 1060,Windows 10,2.43,1948.99
1213,Dell,Inspiron 7579,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,2.191,999.0
1214,Asus,ROG Strix,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256.0,Nvidia GeForce GTX 1060,Windows 10,2.9,1949.0
1215,Acer,C740-C9QX (3205U/2GB/32GB/Chrome,Netbook,11.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,2.0,32.0,Intel HD Graphics,Chrome OS,1.3,174.0
1216,Acer,E5 774G,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,4.0,1024.0,Nvidia GeForce 940MX,Windows 10,3.3,598.0
1217,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8.0,1024.0,Intel HD Graphics 620,No OS,2.8,539.0
1218,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8.0,128.0,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.6,1272.0
1219,Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,8.0,256.0,Intel HD Graphics 615,Windows 10,1.2,1149.0
1220,Lenovo,Thinkpad T560,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8.0,256.0,Intel HD Graphics 520,Windows 10,2.3,1529.0
1221,MSI,GP62MVR 6RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8.0,128.0,Nvidia GeForce GTX 1060,Windows 10,2.2,1476.11
1222,HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 2.7GHz,6.0,1024.0,AMD Radeon 530,Windows 10,2.1,529.0
1223,Dell,Latitude E7270,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8.0,256.0,Intel HD Graphics 520,Windows 7,1.26,1713.37
1224,Dell,Inspiron 5578,2 in 1 Convertible,15.0,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4.0,500.0,Intel HD Graphics 620,Windows 10,2.08,509.0
1225,Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4.0,1024.0,Intel HD Graphics 405,Windows 10,2.65,309.0
1226,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,1.29,1477.0
1227,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4.0,1024.0,Intel HD Graphics 520,Linux,2.18,521.86
1228,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,16.0,128.0,Nvidia GeForce GTX 960M,Windows 10,2.6,1029.0
1229,MSI,GL62M 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,128.0,Nvidia GeForce GTX 1050,Windows 10,2.2,1149.0
1230,Lenovo,ThinkPad Yoga,Netbook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.50GHz,16.0,512.0,Intel HD Graphics 520,Windows 10,1.3,1650.0
1231,Razer,Blade Pro,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,1024.0,Nvidia GeForce GTX 1060,Windows 10,1.95,3499.0
1232,Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,Intel Core i3 7100U 2.4GHz,8.0,1024.0,Intel HD Graphics 620,Windows 10,2.3,469.01
1233,MSI,GE72VR Apache,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256.0,Nvidia GeForce GTX 1060,Windows 10,2.7,1598.0
1234,Apple,MacBook Air,Ultrabook,11.6,1366x768,Intel Core i5 1.6GHz,4.0,256.0,Intel HD Graphics 6000,Mac OS X,1.08,959.0
1235,HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4.0,1024.0,Intel HD Graphics 520,Windows 10,2.1,478.0
1236,HP,EliteBook 840,Ultrabook,14.0,2560x1440,Intel Core i7 6500U 2.5GHz,8.0,256.0,Intel HD Graphics 520,Windows 7,1.54,2198.19
1237,Dell,Vostro 3559,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4.0,500.0,Intel HD Graphics 520,Windows 7,2.24,737.0
1238,MSI,GL62 6QF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8.0,128.0,Nvidia GeForce GTX 960M,Windows 10,2.3,1169.0
1239,Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,512.0,Intel HD Graphics 620,Windows 10,1.4,1499.0
1240,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,6.0,256.0,AMD Radeon 530,Windows 10,2.2,597.57
1241,Asus,ZenBook UX310UA-WB71,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8.0,256.0,Intel HD Graphics 520,Windows 10,1.45,1280.0
1242,Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4.0,500.0,Intel HD Graphics 520,Linux,2.4,361.8
1243,Dell,Inspiron 7779,2 in 1 Convertible,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,512.0,Nvidia GeForce 940MX,Windows 10,2.77,1799.0
1244,HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4.0,256.0,Intel HD Graphics 520,Windows 7,1.54,1099.99
1245,Asus,Rog GL553VE-FY052T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256.0,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1600.0
1246,Dell,Latitude 5480,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4.0,500.0,Intel HD Graphics 620,Windows 10,1.6,875.0
1247,Asus,Rog GL502VS,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16.0,256.0,Nvidia GeForce GTX 1070,Windows 10,2.34,2325.0
1248,Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel HD Graphics 620,No OS,2.3,573.0
1249,Dell,XPS 13,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7Y54 1.2GHz,8.0,256.0,Intel HD Graphics 615,Windows 10,1.24,1813.0
1250,Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4.0,500.0,Intel HD Graphics,Linux,2.2,324.0
1251,HP,255 G6,Notebook,15.6,1366x768,AMD A6-Series 9220 2.5GHz,4.0,500.0,AMD Radeon R4 Graphics,Windows 10,1.86,399.0
1252,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6100U 2.3GHz,6.0,128.0,Nvidia GeForce 920MX,Windows 10,2.4,569.0
1253,Lenovo,ThinkPad L460,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8.0,256.0,Intel HD Graphics 520,Windows 10,1.9,1072.0
1254,Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Pentium Quad Core N3700 1.6GHz,4.0,500.0,Intel HD Graphics,Windows 10,2.2,443.99
1255,Asus,X541NA-GO020T (N3350/4GB/1TB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,1024.0,Intel HD Graphics 500,Windows 10,2.0,339.0
1256,Asus,Rog G752VT-GC073T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16.0,128.0,Nvidia GeForce GTX 970M,Windows 10,4.0,1900.0
1257,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,500.0,Intel HD Graphics 520,Windows 10,2.29,490.0
1258,Lenovo,B51-80 (i7-6500U/8GB/1008GB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8.0,1.0024,AMD Radeon R5 M330,Windows 7,2.32,895.0
1259,MSI,GE62 Apache,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8.0,128.0,Nvidia GeForce GTX 960M,Windows 10,2.4,1229.0
1260,Lenovo,Yoga 500-14IBD,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,4.0,128.0,Intel HD Graphics 520,Windows 10,1.8,833.01
1261,Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core M 6Y30 0.9GHz,8.0,512.0,Intel HD Graphics 515,Windows 10,1.2,729.0
1262,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,6.0,1024.0,Intel HD Graphics 620,Windows 10,2.3,459.0
1263,Acer,Aspire ES1-531,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,500.0,Intel HD Graphics 400,Linux,2.4,289.0
1264,Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2.0,500.0,Intel HD Graphics,Windows 10,2.2,379.0
1265,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8.0,1024.0,Nvidia GeForce GTX 960M,Windows 10,2.6,899.0
1266,HP,Pavilion 15-AW003nv,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9410 2.9GHz,6.0,1.0024,AMD Radeon R7 M440,Windows 10,2.04,549.99
1267,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8.0,1024.0,AMD Radeon R5 M430,Linux,2.3,805.99
1268,HP,Stream 11-Y000na,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2.0,32.0,Intel HD Graphics 400,Windows 10,1.17,209.0
1269,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,4.0,500.0,Nvidia GeForce 920M,Windows 10,2.2,720.32
1270,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4.0,128.0,Intel HD Graphics 520,Windows 10,1.8,638.0
1271,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6500U 2.5GHz,16.0,512.0,Intel HD Graphics 520,Windows 10,1.3,1499.0
1272,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2.0,64.0,Intel HD Graphics,Windows 10,1.5,229.0
1273,HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,6.0,1024.0,AMD Radeon R5 M330,Windows 10,2.19,764.0
